Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2024/01/11,17:52,Thursday,BROADVIEW STATION,SUDP,0,0,,BD,0
2024/01/11,18:12,Thursday,OSGOODE STATION,PUOPO,0,0,N,YU,5706
2024/01/11,18:55,Thursday,BLOOR STATION,PUOPO,0,0,S,YU,5961
2024/01/11,19:47,Thursday,WOODBINE STATION,MUIS,0,0,,BD,0
2024/01/11,20:08,Thursday,BROADVIEW STATION,PUMST,0,0,,BD,0
2024/01/11,21:32,Thursday,WOODBINE STATION,MUIS,0,0,,BD,0
2024/01/11,22:00,Thursday,YONGE - UNIVERSITY AND,MUO,0,0,,YU/BD,0
2024/01/11,22:08,Thursday,VAUGHAN MC STATION,MUIS,0,0,,YU,0
2024/01/11,23:54,Thursday,ST CLAIR STATION,SUEAS,14,19,N,YU,5416
2024/01/11,01:13,Thursday,FINCH STATION,MUIR,0,0,S,YU,5931
2024/01/11,05:33,Thursday,SHEPPARD-YONGE STATION,TUSC,0,0,E,SHP,6166
2024/01/11,13:47,Thursday,SHEPPARD-YONGE STATION,SUDP,0,0,,SHP,0
2024/01/11,14:39,Thursday,BESSARION STATION,PUMEL,0,0,,SHP,0
2024/01/11,19:24,Thursday,BAYVIEW STATION,SUDP,5,12,W,SHP,6161
2024/01/12,02:05,Friday,ROYAL YORK STATION,SUO,0,0,,BD,0
2024/01/12,06:26,Friday,ST GEORGE BD STATION,SUDP,3,10,E,BD,5166
2024/01/12,06:34,Friday,GREENWOOD STATION,MUSC,0,0,E,BD,5311
2024/01/12,06:59,Friday,YORK MILLS STATION,MUO,8,11,S,YU,5806
2024/01/12,07:22,Friday,DUFFERIN STATION,SUO,0,0,,BD,0
2024/01/12,07:28,Friday,KIPLING STATION,TUSC,0,0,W,BD,5068
2024/01/12,07:37,Friday,KIPLING STATION,EUPI,3,5,E,YU,5285
2024/01/12,07:40,Friday,DUPONT STATION,MUI,5,8,S,YU,5561
2024/01/12,07:49,Friday,ST GEORGE YUS STATION,TUO,0,0,S,YU,5486
2024/01/12,07:55,Friday,COLLEGE STATION,SUO,0,0,,YU,0
2024/01/12,07:57,Friday,FINCH STATION,MUSAN,3,6,N,YU,6036
2024/01/12,08:21,Friday,DONLANDS STATION,MUIS,0,0,,BD,0
2024/01/12,08:28,Friday,QUEEN'S PARK STATION,SUO,0,0,N,YU,0
2024/01/12,08:52,Friday,YORKDALE STATION,PUOPO,7,10,N,YU,6071
2024/01/12,08:59,Friday,LAWRENCE WEST STATION,MUPAA,0,0,S,YU,5761
2024/01/12,09:06,Friday,DOWNSVIEW PARK STATION,PUOPO,6,9,N,YU,6071
2024/01/12,10:15,Friday,VAUGHAN MC STATION,MUIS,0,0,,YU,0
2024/01/12,10:24,Friday,LAWRENCE STATION,MUSAN,6,11,N,YU,5711
2024/01/12,10:31,Friday,QUEEN STATION,MUIS,0,0,,YU,0
2024/01/12,10:31,Friday,BATHURST STATION,SUAP,0,0,,BD,0
2024/01/12,11:30,Friday,DUNDAS STATION,MUIRS,0,0,,YU,0
2024/01/12,11:47,Friday,COLLEGE STATION,SUO,3,8,N,YU,5411
2024/01/12,11:58,Friday,HIGH PARK STATION,PUMEL,0,0,E,BD,0
2024/01/12,12:07,Friday,BLOOR STATION,SUO,0,0,,YU,0
2024/01/12,12:12,Friday,SPADINA BD STATION,SUAP,8,13,W,BD,5193
2024/01/12,12:19,Friday,ST CLAIR WEST STATION,PUMEL,0,0,,YU,0
2024/01/12,13:02,Friday,WILSON STATION,SUG,7,12,S,YU,5701
2024/01/12,13:42,Friday,COLLEGE STATION,SUO,0,0,,YU,0
2024/01/12,13:53,Friday,WOODBINE STATION,EUSC,0,0,W,BD,5197
2024/01/12,14:24,Friday,YORK UNIVERSITY STATIO,EUDO,4,9,N,YU,5816
2024/01/12,14:40,Friday,DUNDAS WEST STATION,SUDP,0,0,E,BD,5045
2024/01/12,15:15,Friday,KIPLING STATION,SUO,0,0,W,BD,5139
2024/01/12,15:28,Friday,SHERBOURNE STATION,MUSC,3,6,E,BD,5197
2024/01/12,15:29,Friday,BATHURST STATION,SUDP,0,0,E,BD,0
2024/01/12,15:54,Friday,DONLANDS STATION,MUPAA,0,0,W,BD,5051
2024/01/12,15:58,Friday,BLOOR STATION,MUDD,6,11,N,YU,5876
2024/01/12,16:17,Friday,WILSON STATION,PUOPO,0,0,S,YU,5501
2024/01/12,16:28,Friday,WILSON STATION,MUNOA,5,10,S,YU,5000
2024/01/12,16:44,Friday,WILSON STATION,TUNOA,3,6,S,YU,5196
2024/01/12,17:19,Friday,NORTH YORK CTR STATION,PUOPO,3,6,N,YU,5501
2024/01/12,17:26,Friday,FINCH STATION,PUOPO,0,0,S,YU,5506
2024/01/12,18:46,Friday,RUNNYMEDE STATION,MUSC,0,0,E,BD,5197
2024/01/12,18:52,Friday,DUFFERIN STATION,SUDP,0,0,,BD,0
2024/01/12,19:15,Friday,SHERBOURNE STATION,SUDP,0,0,E,BD,5164
2024/01/12,19:25,Friday,HIGH PARK STATION,SUO,0,0,,BD,0
2024/01/12,19:30,Friday,VAUGHAN MC STATION,EUBK,0,0,S,YU,5621
2024/01/12,19:52,Friday,BROADVIEW STATION,MUSC,0,0,E,BD,5265
2024/01/12,19:56,Friday,HIGHWAY 407 STATION,EUCD,13,17,S,YU,5946
2024/01/12,19:57,Friday,MAIN STREET STATION,MUSC,0,0,W,BD,5054
2024/01/12,20:04,Friday,ST GEORGE BD STATION,SUDP,0,0,W,BD,5077
2024/01/12,20:07,Friday,KEELE STATION,SUDP,0,0,W,BD,5231
2024/01/12,20:08,Friday,BROADVIEW STATION,MUSAN,7,12,E,BD,5130
2024/01/12,20:50,Friday,RUNNYMEDE STATION,SUUT,8,13,W,BD,5071
2024/01/12,20:52,Friday,CHRISTIE STATION,MUIS,0,0,W,BD,0
2024/01/12,21:16,Friday,PAPE STATION,SUO,12,17,E,BD,5149
2024/01/12,21:20,Friday,RUNNYMEDE STATION,SUDP,13,18,E,BD,5312
2024/01/12,21:30,Friday,FINCH STATION,MUD,5,10,S,YU,5565
2024/01/12,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024/01/12,22:21,Friday,WILSON STATION,MUIS,0,0,,YU,0
2024/01/12,23:02,Friday,UNION STATION,MUPAA,4,9,N,YU,5451
2024/01/12,23:04,Friday,DUNDAS WEST STATION,SUDP,11,16,W,BD,5053
2024/01/12,23:31,Friday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
2024/01/12,23:36,Friday,RUNNYMEDE STATION,MUNCA,0,0,,BD,0
2024/01/12,00:02,Friday,CHRISTIE STATION,MUPAA,3,8,E,BD,5265
2024/01/12,00:16,Friday,WILSON STATION,MUSAN,5,10,S,YU,5486
2024/01/12,00:30,Friday,BATHURST STATION,MUIS,0,0,,BD,0
2024/01/12,00:57,Friday,COXWELL STATION,SUDP,0,0,W,BD,524
2024/01/12,15:48,Friday,BESSARION STATION,PUMEL,0,0,,SHP,0
2024/01/12,17:33,Friday,BESSARION STATION,PUOPO,0,0,W,SHP,6161
2024/01/12,23:54,Friday,BAYVIEW STATION,MUIS,0,0,,SHP,0
2024/01/13,02:19,Saturday,KIPLING STATION,SUDP,10,15,W,BD,5369
2024/01/13,02:30,Saturday,BLOOR DANFORTH SUBWAY,TUST,0,0,,BD,0
2024/01/13,02:30,Saturday,YONGE-UNIVERSITY AND B,TUST,0,0,,YU,0
2024/01/13,02:43,Saturday,KIPLING STATION,PUSTS,0,0,W,YU,5369
2024/01/13,05:05,Saturday,VAUGHAN MC STATION,SUDP,0,0,,YU,0
2024/01/13,05:39,Saturday,SUBWAY CLOSURE: WEEKEN,MUO,0,0,,YU,0
2024/01/13,05:48,Saturday,FINCH STATION,SUO,6,12,S,YU,5986
2024/01/13,05:53,Saturday,KIPLING STATION,SUG,5,10,E,BD,5149
2024/01/13,05:59,Saturday,ISLINGTON STATION,TUSC,0,0,E,BD,5149
2024/01/13,05:59,Saturday,ISLINGTON STATION,MUO,3,8,E,BD,5074
2024/01/13,05:59,Saturday,ST CLAIR WEST STATION,EUYRD,6,0,S,YU,5956
2024/01/13,07:18,Saturday,SHEPPARD STATION,MUPAA,0,0,N,YU,5936
2024/01/13,08:32,Saturday,DUPONT STATION,PUOPO,3,9,S,YU,6106
2024/01/13,09:09,Saturday,BLOOR STATION,SUAE,0,0,,YU,0
2024/01/13,10:05,Saturday,COXWELL STATION,TUS,5,10,E,BD,5231
2024/01/13,10:14,Saturday,COXWELL STATION,SUDP,0,0,W,BD,5208
2024/01/13,10:23,Saturday,ST GEORGE YUS STATION,MUPAA,6,12,S,YU,5836
2024/01/13,10:29,Saturday,COLLEGE STATION,SUUT,0,0,S,YU,5531
2024/01/13,10:38,Saturday,KING STATION,MUIRS,0,0,,YU,0
2024/01/13,10:42,Saturday,SHERBOURNE STATION,MUTO,3,8,W,BD,5235
2024/01/13,11:12,Saturday,BATHURST STATION,MUI,18,23,W,BD,5077
2024/01/13,11:19,Saturday,LAWRENCE STATION,SUO,17,21,S,YU,5741
2024/01/13,11:31,Saturday,ST CLAIR WEST STATION,SUO,7,13,N,YU,5941
2024/01/13,11:39,Saturday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2024/01/13,12:12,Saturday,FINCH STATION,MUSAN,4,8,S,YU,6006
2024/01/13,12:20,Saturday,PAPE STATION,MUIS,0,0,,BD,0
2024/01/13,12:49,Saturday,CASTLE FRANK STATION,SUUT,4,8,W,BD,5371
2024/01/13,13:02,Saturday,ISLINGTON STATION,MUSC,0,0,E,BD,5319
2024/01/13,13:40,Saturday,LAWRENCE WEST STATION,SUDP,8,15,S,YU,5591
2024/01/13,13:55,Saturday,CHRISTIE STATION,EUSC,0,0,W,BD,5142
2024/01/13,14:08,Saturday,ST GEORGE YUS STATION,SUDP,7,14,S,YU,5591
2024/01/13,14:19,Saturday,FINCH WEST STATION,MUIR,0,0,S,YU,6041
2024/01/13,14:21,Saturday,YORKDALE STATION,PUOPO,20,27,S,YU,5956
2024/01/13,14:24,Saturday,COXWELL STATION,SUO,0,0,,BD,0
2024/01/13,15:18,Saturday,ROYAL YORK STATION,SUDP,0,0,,BD,0
2024/01/13,15:19,Saturday,ST CLAIR WEST STATION,SUO,0,0,S,YU,5946
2024/01/13,16:01,Saturday,ST CLAIR STATION,SUUT,16,20,N,YU,5931
2024/01/13,16:13,Saturday,KENNEDY BD STATION,MUIR,0,0,W,BD,5208
2024/01/13,16:14,Saturday,LANSDOWNE STATION,MUIRS,0,0,,BD,0
2024/01/13,16:17,Saturday,ST CLAIR STATION,TUOS,10,14,S,YU,5931
2024/01/13,16:38,Saturday,ST GEORGE BD STATION,MUPAA,3,8,W,BD,5094
2024/01/13,16:55,Saturday,ST GEORGE YUS STATION,SUDP,0,0,,YU,0
2024/01/13,17:07,Saturday,LANSDOWNE STATION,PUMEL,0,0,,BD,0
2024/01/13,17:43,Saturday,EGLINTON WEST STATION,SUO,0,0,N,YU,5581
2024/01/13,18:38,Saturday,WELLESLEY STATION,MUIRS,0,0,,YU,0
2024/01/13,18:39,Saturday,WOODBINE STATION,EUSC,0,0,W,BD,5142
2024/01/13,18:41,Saturday,ROYAL YORK STATION,SUO,25,29,W,YU,5371
2024/01/13,18:55,Saturday,YORKDALE STATION,SUO,0,0,N,YU,6101
2024/01/13,18:59,Saturday,HIGH PARK STATION,MUO,4,8,W,BD,5172
2024/01/13,19:11,Saturday,PAPE STATION,SUUT,0,0,W,BD,5197
2024/01/13,19:21,Saturday,WOODBINE STATION,MUDD,4,9,W,BD,5221
2024/01/13,19:29,Saturday,BLOOR STATION,MUIS,0,0,N,YU,0
2024/01/13,20:04,Saturday,BLOOR STATION,MUIS,0,0,,YU,0
2024/01/13,20:22,Saturday,KING STATION,MUIS,0,0,,YU,0
2024/01/13,20:32,Saturday,VICTORIA PARK STATION,MUPAA,0,0,W,BD,5297
2024/01/13,21:30,Saturday,ST ANDREW STATION,MUPAA,0,0,N,YU,5536
2024/01/13,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024/01/13,22:06,Saturday,ST GEORGE BD STATION,SUO,0,0,N,BD,0
2024/01/13,22:16,Saturday,MAIN STREET STATION,EUSC,0,0,W,BD,5142
2024/01/13,22:46,Saturday,HIGHWAY 407 STATION,MUATC,7,14,S,YU,5397
2024/01/13,23:06,Saturday,COLLEGE STATION,SUDP,0,0,N,YU,6001
2024/01/13,23:44,Saturday,YONGE BD STATION,SUO,0,0,E,BD,5012
2024/01/13,23:44,Saturday,BLOOR STATION,SUO,0,0,N,YU,5996
2024/01/13,00:32,Saturday,COLLEGE STATION,MUIS,0,0,,YU,0
2024/01/13,00:45,Saturday,ST GEORGE YUS STATION,SUO,0,0,,YU,0
2024/01/13,00:47,Saturday,DONLANDS STATION,MUIS,0,0,,BD,0
2024/01/13,01:20,Saturday,EGLINTON WEST STATION,MUIS,0,0,S,YU,0
2024/01/13,01:28,Saturday,QUEEN STATION,MUIS,0,0,,YU,0
2024/01/13,01:28,Saturday,SHERBOURNE STATION,PUMST,0,0,,BD,0
2024/01/13,01:44,Saturday,VAUGHAN MC STATION,MUIS,0,0,,YU,0
2024/01/13,01:58,Saturday,FINCH STATION,MUI,0,0,S,YU,5411
2024/01/14,02:22,Sunday,ROYAL YORK STATION,SUAP,0,0,,BD,0
2024/01/14,02:29,Sunday,FINCH STATION,SUDP,0,0,S,YU,6123
2024/01/14,05:38,Sunday,FINCH STATION,SUO,0,0,,YU,0
2024/01/14,07:54,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU,0
2024/01/14,08:40,Sunday,BROADVIEW STATION,PUTR,0,0,E,BD,5091
2024/01/14,08:41,Sunday,SUMMERHILL STATION,MUPLB,7,12,S,YU,5741
2024/01/14,08:45,Sunday,BROADVIEW STATION,SUDP,4,8,E,BD,5108
2024/01/14,08:56,Sunday,PAPE STATION,TUOS,0,0,E,BD,5073
2024/01/14,09:06,Sunday,WILSON STATION,PUOPO,3,10,S,YU,5551
2024/01/14,09:13,Sunday,YORKDALE STATION,PUOPO,4,11,S,YU,5551
2024/01/14,09:26,Sunday,KENNEDY BD STATION,MUWR,4,8,W,BD,5018
2024/01/14,10:38,Sunday,FINCH STATION,SUDP,0,0,,YU,0
2024/01/14,10:55,Sunday,QUEEN STATION,SUO,0,0,,YU,0
2024/01/14,11:22,Sunday,DAVISVILLE STATION,MUPLB,66,70,S,YU,6031
2024/01/14,11:54,Sunday,EGLINTON STATION,SUSA,0,0,,YU,0
2024/01/14,12:38,Sunday,UNION STATION,PUMO,0,0,N,YU,5421
2024/01/14,12:41,Sunday,SHERBOURNE STATION,MUPAA,6,10,E,BD,5042
2024/01/14,12:51,Sunday,ST ANDREW STATION,PUMST,0,0,,YU,0
2024/01/14,12:54,Sunday,ISLINGTON STATION,MUPAA,0,0,E,BD,5140
2024/01/14,12:57,Sunday,COXWELL STATION,MUIS,0,0,,BD,0
2024/01/14,13:11,Sunday,FINCH STATION,SUDP,0,0,,YU,0
2024/01/14,13:31,Sunday,CASTLE FRANK STATION,MUSC,0,0,E,BD,5115
2024/01/14,13:58,Sunday,ST CLAIR STATION,MUATC,3,8,S,YU,5471
2024/01/14,14:25,Sunday,PAPE STATION,PUTR,4,8,E,BD,5091
2024/01/14,15:12,Sunday,DUNDAS STATION,MUIRS,0,0,,YU,0
2024/01/14,15:42,Sunday,DUFFERIN STATION,MUDD,0,0,W,BD,5233
2024/01/14,15:50,Sunday,BLOOR STATION,PUMEL,0,0,,YU,0
2024/01/14,16:26,Sunday,UNION STATION,SUDP,0,0,,YU,0
2024/01/14,16:37,Sunday,CHRISTIE STATION,MUIS,0,0,,BD,0
2024/01/14,16:37,Sunday,SHEPPARD WEST STATION,MUPAA,4,11,N,YU,6096
2024/01/14,16:38,Sunday,KEELE STATION,SUDP,8,12,E,BD,5140
2024/01/14,17:46,Sunday,LAWRENCE STATION,SUDP,0,0,,YU,0
2024/01/14,18:12,Sunday,KEELE STATION,PUSTS,4,9,E,BD,5071
2024/01/14,18:53,Sunday,FINCH WEST STATION,MUPAA,0,0,N,YU,5796
2024/01/14,19:51,Sunday,ST GEORGE YUS STATION,MUPAA,0,0,N,YU,5796
2024/01/14,20:50,Sunday,DUNDAS STATION,SUDP,0,0,,YU,0
2024/01/14,20:56,Sunday,BLOOR STATION,SUO,5,10,N,YU,5531
2024/01/14,21:10,Sunday,PAPE STATION,SUO,7,12,E,BD,5156
2024/01/14,21:49,Sunday,DUNDAS STATION,SUO,15,20,N,YU,5401
2024/01/14,21:51,Sunday,MAIN STREET STATION,MUIRS,0,0,W,BD,0
2024/01/14,21:54,Sunday,PAPE STATION,SUAP,0,0,W,BD,5338
2024/01/14,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024/01/14,22:15,Sunday,DUNDAS STATION,MUNCA,0,0,S,YU,0
2024/01/14,22:32,Sunday,DAVISVILLE STATION,MUATC,6,12,S,YU,5616
2024/01/14,22:34,Sunday,GREENWOOD YARD,MUWR,0,0,,BD,0
2024/01/14,22:55,Sunday,MAIN STREET STATION,SUAP,7,13,E,BD,5191
2024/01/14,23:33,Sunday,ST GEORGE BD STATION,SUDP,5,11,E,BD,5344
2024/01/14,23:53,Sunday,ST ANDREW STATION,MUPAA,0,0,S,YU,5931
2024/01/14,00:02,Sunday,QUEEN STATION,SUDP,0,0,,YU,0
2024/01/14,00:23,Sunday,HIGH PARK STATION,SUDP,0,0,W,BD,0
2024/01/14,01:51,Sunday,KIPLING STATION,MUIS,0,0,,BD,0
2024/01/14,01:55,Sunday,ST GEORGE YUS STATION,PUMO,0,0,,YU,0
2024/01/14,01:58,Sunday,KENNEDY BD STATION,MUI,0,0,W,YU,5325
2024/01/14,07:53,Sunday,SHEPPARD-YONGE STATION,PUTWZ,61,0,E,SHP,6166
2024/01/14,12:49,Sunday,DON MILLS STATION,MUNCA,0,0,,SHP,0
2024/01/14,13:11,Sunday,BAYVIEW STATION,MUIRS,0,0,,SHP,0
2024/01/14,14:46,Sunday,BAYVIEW STATION,EUBK,7,14,W,SHP,6191
2024/01/14,18:31,Sunday,BAYVIEW STATION,MUNCA,0,0,,SHP,0
2024/01/14,19:54,Sunday,SHEPPARD-YONGE STATION,SUUT,0,0,W,SHP,6166
2024/01/14,00:28,Sunday,SHEPPARD-YONGE STATION,MUIS,0,0,,SHP,0
2024/01/15,05:01,Monday,OSGOODE STATION,MUNCA,0,0,,YU,0
2024/01/15,05:48,Monday,BAY STATION,PUSTS,5,8,W,BD,5338
2024/01/15,05:56,Monday,SHEPPARD WEST STATION,SUDP,5,15,N,YU,5581
2024/01/15,06:04,Monday,WILSON STATION,MUCL,3,6,S,YU,5461
2024/01/15,07:02,Monday,FINCH WEST STATION,SUO,0,0,,YU,0
2024/01/15,08:09,Monday,ST CLAIR STATION,SUG,3,6,S,YU,5571
2024/01/15,08:12,Monday,DUPONT STATION,MUATC,4,7,S,YU,5421
2024/01/15,08:16,Monday,WOODBINE STATION,MUSC,0,0,W,BD,5366
2024/01/15,08:52,Monday,LAWRENCE STATION,MUPAA,3,6,N,YU,5421
2024/01/15,08:58,Monday,CASTLE FRANK STATION,MUD,4,6,E,BD,5034
2024/01/15,09:51,Monday,BLOOR STATION,SUO,6,9,S,YU,5496
2024/01/15,09:53,Monday,DUNDAS STATION,SUO,3,6,S,YU,6051
2024/01/15,10:15,Monday,VAUGHAN MC STATION,MUATC,4,9,S,YU,5661
2024/01/15,10:16,Monday,BLOOR STATION,SUDP,3,8,S,YU,5381
2024/01/15,11:02,Monday,BROADVIEW STATION,MUDD,5,9,E,BD,5040
2024/01/15,12:15,Monday,LAWRENCE WEST STATION,SUUT,0,0,N,YU,5486
2024/01/15,12:19,Monday,SHERBOURNE STATION,SUDP,0,0,W,BD,0
2024/01/15,12:35,Monday,OSSINGTON STATION,MUIRS,0,0,E,BD,0
2024/01/15,13:00,Monday,FINCH STATION,PUOPO,3,6,S,YU,5941
2024/01/15,13:14,Monday,KING STATION,PUOPO,0,0,S,YU,5971
2024/01/15,13:19,Monday,WILSON STATION,TUO,3,8,N,YU,5916
2024/01/15,13:34,Monday,CASTLE FRANK STATION,PUMEL,0,0,,BD,0
2024/01/15,13:41,Monday,ST GEORGE BD STATION,PUSI,3,7,E,BD,5308
2024/01/15,13:45,Monday,SHEPPARD STATION,PUOPO,0,0,N,YU,5561
2024/01/15,13:53,Monday,VICTORIA PARK STATION,PUMEL,0,0,,BD,0
2024/01/15,14:13,Monday,JANE STATION,MUIR,6,10,W,BD,5251
2024/01/15,14:20,Monday,JANE STATION,TUSC,0,0,W,BD,5251
2024/01/15,14:26,Monday,OLD MILL STATION,TUOS,0,0,E,BD,5191
2024/01/15,14:44,Monday,FINCH STATION,SUO,0,0,,YU,0
2024/01/15,14:46,Monday,RUNNYMEDE STATION,MUIS,0,0,,BD,0
2024/01/15,14:51,Monday,VICTORIA PARK STATION,MUIRS,0,0,,BD,0
2024/01/15,15:26,Monday,DUNDAS STATION,SUDP,0,0,,YU,0
2024/01/15,15:42,Monday,BROADVIEW STATION,MUIRS,0,0,,BD,0
2024/01/15,15:54,Monday,COLLEGE STATION,MUSAN,6,9,S,YU,5796
2024/01/15,16:12,Monday,WILSON STATION,PUOPO,3,6,S,YU,6076
2024/01/15,16:17,Monday,YORKDALE STATION,PUOPO,4,7,S,YU,6076
2024/01/15,16:32,Monday,ST GEORGE BD STATION,TUSC,0,0,E,BD,5051
2024/01/15,16:33,Monday,DUPONT STATION,TUO,0,0,N,YU,5601
2024/01/15,16:58,Monday,EGLINTON WEST STATION,SUDP,0,0,N,YU,5631
2024/01/15,17:01,Monday,KEELE STATION,MUSC,0,0,W,BD,5235
2024/01/15,17:26,Monday,KIPLING STATION,MUNCA,0,0,,BD,0
2024/01/15,17:27,Monday,KIPLING TO UNION STATI,MUO,0,0,,BD,0
2024/01/15,17:50,Monday,BLOOR STATION,MUIRS,0,0,,YU,0
2024/01/15,18:19,Monday,FINCH STATION,MUIS,0,0,,YU,0
2024/01/15,18:50,Monday,ISLINGTON STATION,SUO,0,0,W,BD,5146
2024/01/15,19:21,Monday,BLOOR STATION,SUDP,0,0,S,YU,0
2024/01/15,19:48,Monday,YONGE BD STATION,SUUT,10,15,W,BD,5135
2024/01/15,20:10,Monday,DUNDAS STATION,MUIS,0,0,,YU,0
2024/01/15,20:11,Monday,EGLINTON WEST STATION,SUDP,3,7,N,YU,5406
2024/01/15,20:35,Monday,DAVISVILLE STATION,MUPAA,0,0,N,YU,6106
2024/01/15,20:43,Monday,SPADINA BD STATION,MUIRS,0,0,E,BD,0
2024/01/15,21:01,Monday,ISLINGTON STATION,SUDP,3,8,E,BD,5231
2024/01/15,21:28,Monday,BLOOR STATION,MUO,0,0,,YU,0
2024/01/15,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024/01/15,22:12,Monday,EGLINTON STATION,SUO,0,0,S,YU,5566
2024/01/15,22:22,Monday,CASTLE FRANK STATION,SUDP,0,0,,BD,8464
2024/01/15,22:24,Monday,MAIN STREET STATION,SUO,0,0,W,YU,5172
2024/01/15,22:31,Monday,QUEEN'S PARK STATION,SUO,0,0,S,YU,0
2024/01/15,22:39,Monday,COXWELL STATION,TUSC,0,0,W,BD,5160
2024/01/15,22:57,Monday,DONLANDS STATION,SUDP,0,0,E,BD,5108
2024/01/15,23:00,Monday,EGLINTON TO YORK MILLS,MUO,0,0,,YU,0
2024/01/15,23:04,Monday,BLOOR STATION,SUO,0,0,S,YU,6096
2024/01/15,23:04,Monday,YONGE BD STATION,SUO,0,0,W,BD,5045
2024/01/15,23:09,Monday,UNION STATION,MUIS,0,0,,YU,0
2024/01/15,00:01,Monday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
2024/01/15,01:06,Monday,QUEEN'S PARK STATION,MUIR,5,12,S,YU,5696
2024/01/15,01:22,Monday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0
2024/01/15,01:29,Monday,GREENWOOD YARD,SUG,0,0,,BD,0
2024/01/15,01:36,Monday,EGLINTON WEST STATION,SUO,0,0,,YU,0
2024/01/15,19:55,Monday,BAYVIEW STATION,PUOPO,0,0,E,SHP,6156
2024/01/16,02:01,Tuesday,PIONEER VILLAGE STATIO,SUDP,0,0,,YU,0
2024/01/16,02:05,Tuesday,YONGE BD STATION,MUIRS,0,0,,BD,0
2024/01/16,02:27,Tuesday,SPADINA YUS STATION,MUIS,0,0,,YU,3755
2024/01/16,04:33,Tuesday,VAUGHAN MC STATION,SUDP,0,0,,YU,0
2024/01/16,06:00,Tuesday,TORONTO TRANSIT COMMIS,MUO,0,0,,YU/BD,0
2024/01/16,06:13,Tuesday,EGLINTON STATION,EUYRD,4,8,N,YU,5586
2024/01/16,06:25,Tuesday,YORK UNIVERSITY STATIO,MUIS,0,0,,YU,0
2024/01/16,06:47,Tuesday,ST GEORGE BD STATION,PUSI,3,5,E,BD,5292
2024/01/16,06:49,Tuesday,KIPLING STATION,EUAC,3,5,E,BD,5169
2024/01/16,07:00,Tuesday,CHESTER STATION,EUAL,3,5,E,BD,5262
2024/01/16,07:04,Tuesday,OSGOODE STATION,PUOPO,3,6,N,YU,6101
2024/01/16,07:11,Tuesday,SHEPPARD STATION,MUDD,4,7,N,YU,5651
2024/01/16,07:18,Tuesday,SPADINA YUS STATION,MUO,0,0,S,YU,5646
2024/01/16,07:23,Tuesday,OSSINGTON STATION,MUIRS,0,0,,BD,0
2024/01/16,07:43,Tuesday,ST GEORGE BD STATION,TUSC,0,0,E,BD,5166
2024/01/16,08:09,Tuesday,EGLINTON STATION,SUO,0,0,N,YU,5941
2024/01/16,09:01,Tuesday,FINCH STATION,SUDP,0,0,N,YU,5746
2024/01/16,09:11,Tuesday,WILSON STATION,SUAP,0,0,,YU,0
2024/01/16,09:18,Tuesday,PAPE STATION,MUIS,0,0,,BD,0
2024/01/16,10:12,Tuesday,ST CLAIR WEST STATION,PUOPO,3,7,S,YU,5676
2024/01/16,10:14,Tuesday,KENNEDY BD STATION,EUCA,4,8,E,BD,5085
2024/01/16,10:29,Tuesday,ST CLAIR WEST STATION,PUOPO,0,0,S,YU,6056
2024/01/16,10:34,Tuesday,ST CLAIR WEST STATION,PUOPO,0,0,S,YU,5746
2024/01/16,10:57,Tuesday,QUEEN'S PARK STATION,PUMEL,0,0,,YU,0
2024/01/16,12:16,Tuesday,DUNDAS STATION,SUDP,0,0,N,YU,5651
2024/01/16,12:33,Tuesday,QUEEN STATION,EUVA,5,10,N,YU,5751
2024/01/16,12:41,Tuesday,CASTLE FRANK STATION,MUDD,5,9,E,BD,5028
2024/01/16,13:07,Tuesday,FINCH STATION,PUMEL,0,0,,YU,0
2024/01/16,14:14,Tuesday,SHEPPARD STATION,MUSAN,5,10,N,YU,5646
2024/01/16,14:15,Tuesday,ST GEORGE BD STATION,SUUT,0,0,E,BD,5208
2024/01/16,14:46,Tuesday,QUEEN'S PARK STATION,MUO,3,8,N,YU,5471
2024/01/16,15:04,Tuesday,KEELE STATION,SUDP,0,0,W,BD,5089
2024/01/16,15:19,Tuesday,YORKDALE STATION,SUUT,0,0,S,YU,5481
2024/01/16,15:30,Tuesday,ST GEORGE YUS STATION,PUOPO,0,0,N,YU,5986
2024/01/16,15:33,Tuesday,KIPLING STATION,PUSTC,0,0,E,BD,5311
2024/01/16,15:35,Tuesday,BLOOR STATION,SUDP,4,9,N,YU,5766
2024/01/16,15:45,Tuesday,KIPLING STATION,PUSI,0,0,W,BD,5008
2024/01/16,15:50,Tuesday,SHEPPARD STATION,SUO,0,0,,YU,0
